r_lambda_over_NA,Airy,Gaussian
0.13158705701078582,0.8408018861196608,0.8341334050358482
0.13374422187981508,0.8359226279208957,0.8291477074426524
0.13590138674884436,0.8309880825013343,0.8241114713802594
0.13805855161787364,0.8259993121681365,0.8190259826559644
0.14021571648690292,0.8209573884857317,0.8138925335635102
0.1423728813559322,0.8158633919475652,0.808712422340762
0.14453004622496146,0.8107184116456797,0.8034869526278672
0.14668721109399074,0.8055235449382521,0.7982174329262126
0.14884437596302003,0.8002798971152113,0.7929051760584909
0.1510015408320493,0.7949885810620615,0.7875514986301807
0.15315870570107856,0.7896507169220275,0.782157720492749
0.15531587057010784,0.7842674317566596,0.7767251642088736
0.15747303543913713,0.7788398592050142,0.771255154519986
0.1596302003081664,0.7733691391415368,0.7657490178164289
0.16178736517719566,0.7678564173327781,0.7602080816105171
0.16394453004622495,0.7623028450930592,0.754633674012791
0.16610169491525423,0.7567095789392267,0.749027123211744
0.1682588597842835,0.7510777802446115,0.7433897569573005
0.17041602465331276,0.7454086148923192,0.7377229020483206
0.17257318952234205,0.7397032529279883,0.7320278838243977
0.17473035439137133,0.7339628682121304,0.7263060256622149
0.1768875192604006,0.7281886380721875,0.720558648476717
0.1790446841294299,0.7223817429544245,0.7147870702273529
0.18120184899845915,0.7165433660757935,0.708992605429635
0.18335901386748843,0.7106746930758837,0.7031765646722604
0.1855161787365177,0.7047769116690916,0.6973402541400276
0.187673343605547,0.6988512112971328,0.6914849751427825
0.18983050847457625,0.6928987827820181,0.6856120236506157
0.19198767334360553,0.6869208179796252,0.6797226898355327
0.1941448382126348,0.6809185094339789,0.6738182576198077
0.1963020030816641,0.674893050032372,0.6679000042312283
0.19845916795069335,0.668845632661449,0.6619691997654295
0.20061633281972263,0.6627774498643664,0.6560271067555119
0.2027734976887519,0.6566896934991618,0.6500749797491305
0.2049306625577812,0.6505835543984438,0.6441140648932326
0.20708782742681048,0.6444602220305234,0.6381455995266186
0.20924499229583973,0.6383208841621152,0.6321708117804936
0.21140215716486901,0.6321667265227093,0.6261909201871654
